Name,location,distance(km),location_score,check_in_day,check_in_week,score,price
애너하임 호텔 (Anaheim Hotel),"애너하임, 로스앤젤레스 (CA) ",40.1,8,2023-09-01,금,8.4,223477
H 바이 H 호스피탈리티 (H by H Hospitality),"코리아타운, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.0,199999
E 센트럴 호텔 다운타운 로스앤젤레스 (E Central Hotel Downtown Los Angeles),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.6,327488
하워드 존슨 바이 윈덤 애너하임 호텔 앤 워터 플레이그라운드 (Howard Johnson by Wyndham Anaheim Hotel & Water Playground),"애너하임, 로스앤젤레스 (CA) ",39.7,8,2023-09-01,금,8.8,327488
더 할리우드 루즈벨트 (The Hollywood Roosevelt),"헐리우드, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.6,368774
호텔 노르망디 로스앤젤레스 (Hotel Normandie Los Angeles),"코리아타운, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.1,244405
Luskin Hotel,"웨스트우드, 로스앤젤레스 (CA) ",5.2,8,2023-09-01,금,9.4,394106
Anaheim Majestic Garden Hotel,"애너하임, 로스앤젤레스 (CA) ",38.7,8,2023-09-01,금,8.4,189899
뉴 서울 호텔 (New Seoul Hotel),"코리아타운, 로스앤젤레스 (CA) ",0.04,8,2023-09-01,금,8.5,235859
포 포인츠 바이 쉐라톤 로스앤젤레스 웨스트사이드 (Four Points by Sheraton Los Angeles Westside),"컬버 시티, 로스앤젤레스 (CA) ",9.2,8,2023-09-01,금,8.1,281392
미야코 하이브리드 호텔 (Miyako Hybrid Hotel),"토런스, 로스앤젤레스 (CA) ",22.7,8,2023-09-01,금,8.7,260444
가와다 (Kawada Hotel),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.4,8,2023-09-01,금,7.5,215785
Libra Hotel - Adults Only,"코리아타운, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,7.9,44126
쉘터 호텔 (Shelter Hotel),"코리아타운, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.1,218009
힐튼 로스앤젤레스 에어포트 (Hilton Los Angeles Airport),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",13.1,8,2023-09-01,금,7.8,449450
에이스 호텔 다운타운 로스앤젤레스 (Ace Hotel Downtown Los Angeles),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.1,472229
홀리데이 인 로스앤젤레스 - LAX 에어포트 (Holiday Inn Los Angeles - LAX Airport),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",13.0,8,2023-09-01,금,7.6,345278
하얏트 리젠시 로스앤젤레스 인터내셔널 에어포트 (Hyatt Regency Los Angeles International Airport),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",13.3,8,2023-09-01,금,8.3,581994
힐튼 산타 모니카 호텔 앤 스위트 (Hilton Santa Monica Hotel & Suites),"산타 모니카, 로스앤젤레스 (CA) ",11.1,8,2023-09-01,금,8.1,513110
"tommie Hollywood, part of Jdv by Hyatt","헐리우드, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.2,294343
세임선 할리우드 (포멀리 워크 오프 페임 호스텔) (Samesun Hollywood (formerly Walk of Fame Hostel)),"헐리우드, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.3,53834
베스트웨스턴 플러스 선셋 플라자 호텔 (Best Western Plus Sunset Plaza Hotel),"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.2,446634
윌셔 크레스트 호텔 (Wilshire Crest Hotel),"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.2,250777
Orange Drive Hostel - Adults Only,"헐리우드, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.7,48951
Sheraton Park Hotel at the Anaheim Resort,"애너하임, 로스앤젤레스 (CA) ",40.4,8,2023-09-01,금,8.3,229204
패서디나 호텔 앤 풀 (Pasadena Hotel & Pool),"파사데나, 로스앤젤레스 (CA) ",14.2,8,2023-09-01,금,8.6,215160
소네스타 레돈도 비치 앤 마리나 (Sonesta Redondo Beach & Marina),"비치 시티스, 로스앤젤레스 (CA) ",24.1,8,2023-09-01,금,8.2,215160
라 퀸타 인 앤 스위트 바이 윈덤 LAX (La Quinta Inn & Suites by Wyndham LAX),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",13.0,8,2023-09-01,금,7.6,322186
쉐라톤 그랜드 로스앤젤레스 (Sheraton Grand Los Angeles),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.4,766573
힐튼 로스앤젤레스/유니버설 시티 (Hilton Los Angeles/Universal City),"유니버셜 시티, 로스앤젤레스 (CA) ",2.9,8,2023-09-01,금,8.3,365206
베스트웨스턴 플러스 LA 미드-타운 호텔 (Best Western Plus LA Mid-Town Hotel),"코리아타운, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,7.9,267469
더 웨스틴 보나벤처 호텔 앤 스위트 (The Westin Bonaventure Hotel and Suites),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.4,362810
로스앤젤레스 에어포트 메리어트 (Los Angeles Airport Marriott),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",13.2,8,2023-09-01,금,8.1,554134
르네상스 로스앤젤레스 에어포트 호텔 (Renaissance Los Angeles Airport Hotel),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",12.9,8,2023-09-01,금,8.1,479908
8th and Ardmore,"코리아타운, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.2,34715
"호텔 룰루 BW 프리미어 컬렉션 (Hotel Lulu, BW Premier Collection)","애너하임, 로스앤젤레스 (CA) ",40.4,8,2023-09-01,금,8.5,227348
베본셔 로지 모텔 (Bevonshire Lodge Motel),"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,7.4,227348
소네스타 실렉트 로스앤젤레스 LAX 엘 세군도 (Sonesta Select Los Angeles LAX El Segundo),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",15.8,8,2023-09-01,금,7.9,267072
애너하임 메리어트 (Anaheim Marriott),"애너하임, 로스앤젤레스 (CA) ",40.3,8,2023-09-01,금,8.7,304582
수 카사 앳 베니스 비치 (Su Casa at Venice Beach),"베니스 비치, 로스앤젤레스 (CA) ",11.6,8,2023-09-01,금,8.8,299999
Travelodge by Wyndham LAX,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",15.3,8,2023-09-01,금,7.4,316874
굿 나이트 인 부에나 파크 (Good Nite Inn Buena Park ),"부에나 파크, 로스앤젤레스 (CA) ",29.7,8,2023-09-01,금,8.0,142768
할리우드 셀레브리티 호텔 (Hollywood Celebrity Hotel),"헐리우드, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.8,298459
마마 쉘터 로스앤젤레스 (Mama Shelter Los Angeles),"헐리우드, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,9.0,252252
게이트웨이 호텔 산타 모니카 (Gateway Hotel Santa Monica),"산타 모니카, 로스앤젤레스 (CA) ",9.4,8,2023-09-01,금,8.3,311242
쇼트 스토리 호텔 (Short Stories Hotel),"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.6,359831
힐튼 가든 인 LAX - 엘세군도 호텔 (Hilton Garden Inn LAX - El Segundo Hotel),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",15.7,8,2023-09-01,금,8.2,359831
라마다 플라자 바이 윈덤 웨스트 할리우드 호텔 앤 스위트 (Ramada Plaza by Wyndham West Hollywood Hotel & Suites),"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,7.2,339834
Rumi hostel - Adults Only,"코리아타운, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.2,37408
윈덤 애너하임 (Wyndham Anaheim),"애너하임, 로스앤젤레스 (CA) ",40.4,8,2023-09-01,금,8.9,292552
힐튼 로스앤젤레스 샌가브리엘 호텔 (Hilton Los Angeles San Gabriel Hotel),"이스트 로스앤젤레스, 로스앤젤레스 (CA) ",13.1,8,2023-09-01,금,8.1,247693
데이즈 인 바이 윈덤 로스앤젤레스 LAX/ 레돈도&맨해튼비치 (Days Inn by Wyndham Los Angeles LAX/ Redondo&ManhattanBeach),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",18.2,8,2023-09-01,금,7.9,192038
HI 로스앤젤레스 - 산타 모니카 호스텔 (HI Los Angeles - Santa Monica Hostel),"산타 모니카, 로스앤젤레스 (CA) ",11.4,8,2023-09-01,금,8.8,98541
O Hotel by LuxUrban,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.0,384864
할리우드 시티 인 (Hollywood City Inn),"헐리우드, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,7.8,186505
슈퍼 8 바이 윈덤 애너하임 - 디즈니랜드 드라이브 (Super 8 By Wyndham Anaheim - Disneyland Drive),"애너하임, 로스앤젤레스 (CA) ",38.6,8,2023-09-01,금,7.6,161133
베스트웨스턴 플러스 스토발 인 (Best Western Plus Stovall Inn),"애너하임, 로스앤젤레스 (CA) ",39.7,8,2023-09-01,금,8.4,161133
Samesun Venice Beach,"베니스 비치, 로스앤젤레스 (CA) ",11.7,8,2023-09-01,금,8.2,59103
힐튼 패서디나 호텔 (Hilton Pasadena Hotel),"파사데나, 로스앤젤레스 (CA) ",13.3,8,2023-09-01,금,8.3,500384
나이트 인 앳 유니버설 시티 (Nite Inn at Universal City),"유니버셜 시티, 로스앤젤레스 (CA) ",3.2,8,2023-09-01,금,8.1,299843
Moxy Downtown Los Angeles,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,9.9,395444
안다즈 웨스트 할리우드 (Andaz West Hollywood),"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.7,501664
더 호텔 할리우드 (The Hotel Hollywood),"헐리우드, 로스앤젤레스 (CA) ",,8,2023-09-01,금,7.8,183985
Waldorf Astoria Beverly Hills,"비벌리 힐스, 로스앤젤레스 (CA) ",2.0,8,2023-09-01,금,9.3,1283850
Aloft El Segundo - Los Angeles Airport,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",15.9,8,2023-09-01,금,8.5,353212
메종 140 (Maison 140),"비벌리 힐스, 로스앤젤레스 (CA) ",1.9,8,2023-09-01,금,7.2,265416
Four Points by Sheraton Anaheim,"애너하임, 로스앤젤레스 (CA) ",39.1,8,2023-09-01,금,7.7,189404
라마다 바이 윈덤 애너하임 컨벤션 센터 (Ramada by Wyndham Anaheim Convention Center),"애너하임, 로스앤젤레스 (CA) ",40.9,8,2023-09-01,금,7.7,211159
호텔 델 플로레스 (Hotel del Flores),"비벌리 힐스, 로스앤젤레스 (CA) ",0.9,8,2023-09-01,금,6.1,151203
Omni Los Angeles at California Plaza,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.6,540184
베스트웨스턴 플러스 스위트 호텔 - 로스 앤젤레스 LAX 에어포트 (Best Western Plus Suites Hotel- Los Angeles LAX Airport),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",13.0,8,2023-09-01,금,8.0,402457
할리우드 스타즈 인 (Hollywood Stars Inn),"헐리우드, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,7.5,156622
1 호텔 웨스트 할리우드 (1 Hotel West Hollywood),"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.6,635183
트래블로지 인 앤 스위트 바이 윈덤 애너하임 온 디즈니랜드 드라이브 (Travelodge Inn & Suites by Wyndham Anaheim on Disneyland Dr),"애너하임, 로스앤젤레스 (CA) ",38.6,8,2023-09-01,금,8.2,184285
하얏트 리젠시 오렌지 카운티 (Hyatt Regency Orange County),"애너하임, 로스앤젤레스 (CA) ",41.4,8,2023-09-01,금,8.6,275275
제네바 모텔 (Geneva Motel),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",11.1,8,2023-09-01,금,8.2,275275
엠버시 스위트 바이 힐튼 애너하임 오렌지 (Embassy Suites by Hilton Anaheim Orange),"애너하임, 로스앤젤레스 (CA) ",42.7,8,2023-09-01,금,8.1,219884
카사 델 마르 (Casa Del Mar),"산타 모니카, 로스앤젤레스 (CA) ",11.5,8,2023-09-01,금,9.3,813453
더 딕시 할리우드 호텔 (The Dixie Hollywood Hotel),"헐리우드, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,7.6,234941
알라모 인 앤드 스위트 - 컨벤션 센터 (Alamo Inn and Suites - Convention Center),"애너하임, 로스앤젤레스 (CA) ",39.6,8,2023-09-01,금,8.6,183581
"The Langham Huntington, Pasadena","파사데나, 로스앤젤레스 (CA) ",12.6,8,2023-09-01,금,8.9,369849
아이레스 호텔 애너하임 (Ayres Hotel Anaheim),"애너하임, 로스앤젤레스 (CA) ",42.8,8,2023-09-01,금,8.8,217686
더 암브로스 호텔 (The Ambrose Hotel),"산타 모니카, 로스앤젤레스 (CA) ",9.4,8,2023-09-01,금,8.7,464976
센추리 파크 호텔 LA - 성인 전용 (Century Park Hotel LA - Adults Only),"비벌리 힐스, 로스앤젤레스 (CA) ",3.1,8,2023-09-01,금,7.9,285541
모텔 6 로스앤젤레스 LAX (Motel 6 Los Angeles LAX),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",13.0,8,2023-09-01,금,7.3,229011
라 퀸타 인 앤 스위트 바이 윈덤 애너하임 (La Quinta Inn & Suites by Wyndham Anaheim),"애너하임, 로스앤젤레스 (CA) ",40.6,8,2023-09-01,금,7.4,229011
식스티 비벌리 힐스 호텔 (Sixty Beverly Hills Hotel),"비벌리 힐스, 로스앤젤레스 (CA) ",0.6,8,2023-09-01,금,8.0,434029
로얄 팰리스 웨스트우드 호텔 (Royal Palace Westwood Hotel),"웨스트우드, 로스앤젤레스 (CA) ",5.0,8,2023-09-01,금,8.3,311419
비벌리 로렐 모터 호텔 (Beverly Laurel Motor Hotel),"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.2,299999
레지던스 인 로스앤젤레스 L.A. 라이브 (Residence Inn Los Angeles L.A. LIVE),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.9,804965
쇼어 호텔 (Shore Hotel),"산타 모니카, 로스앤젤레스 (CA) ",11.5,8,2023-09-01,금,8.7,522242
햄프턴 인 앤 스위트 애너하임 가든 그로브 (Hampton Inn & Suites Anaheim Garden Grove),"애너하임, 로스앤젤레스 (CA) ",41.1,8,2023-09-01,금,8.7,209502
Four Seasons Hotel Los Angeles At Beverly Hills,"비벌리 힐스, 로스앤젤레스 (CA) ",0.02,8,2023-09-01,금,9.3,1273356
코트야드 로스앤젤레스 파사데나/몬로비아 (Courtyard Los Angeles Pasadena/Monrovia),"파사데나, 로스앤젤레스 (CA) ",23.0,8,2023-09-01,금,8.2,229767
호텔 페르 라 (Hotel Per La),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.8,418710
JW 메리어트 로스앤젤레스 L.A. 라이브 (JW Marriott Los Angeles L.A. LIVE),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.8,418710
Skyways Hotel,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",12.4,8,2023-09-01,금,7.0,177886
더 비버리 힐튼 호텔 (The Beverly Hilton Hotel),"비벌리 힐스, 로스앤젤레스 (CA) ",2.0,8,2023-09-01,금,8.2,500384
글렌데일 익스프레스 호텔 (Glendale Express Hotel),"글렌데일, 로스앤젤레스 (CA) ",6.5,8,2023-09-01,금,7.7,196437
The Delphi,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.0,319355
더 BLVD 호텔 앤 스파 (The BLVD Hotel & Spa),"유니버셜 시티, 로스앤젤레스 (CA) ",3.4,8,2023-09-01,금,7.7,299405
Conrad Los Angeles,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,9.0,516701
"Hotel Fera Anaheim, a DoubleTree by Hilton","애너하임, 로스앤젤레스 (CA) ",43.0,8,2023-09-01,금,7.8,192481
파크 플라자 로지 호텔 (Park Plaza Lodge Hotel),"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.7,377528
하얏트 리젠시 롱 비치 (Hyatt Regency Long Beach),"롱비치, 로스앤젤레스 (CA) ",30.9,8,2023-09-01,금,8.7,267469
햄튼 인 앤 스위트 애너하임 리조트 컨벤션 센터 (Hampton Inn & Suites Anaheim Resort Convention Center),"애너하임, 로스앤젤레스 (CA) ",40.9,8,2023-09-01,금,9.1,267469
햄튼 인 앤 스위트 부에나 파크 (Hampton Inn and Suites Buena Park),"부에나 파크, 로스앤젤레스 (CA) ",28.8,8,2023-09-01,금,9.0,258205
Sonesta Anaheim Resort Area,"애너하임, 로스앤젤레스 (CA) ",41.6,8,2023-09-01,금,8.1,194715
페어필드 인 앤 스위트 로스앤젤레스 LAX/엘 세군도 (Fairfield Inn & Suites Los Angeles LAX/El Segundo),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",15.9,8,2023-09-01,금,8.1,280266
미카도 호텔 (Mikado Hotel),"버뱅크, 로스앤젤레스 (CA) ",7.3,8,2023-09-01,금,7.8,168141
베스트웨스턴 플러스 파크 플레이스 인 미니 스위트 (Best Western Plus Park Place Inn Mini Suites),"애너하임, 로스앤젤레스 (CA) ",39.9,8,2023-09-01,금,8.5,433837
할리우드 인 익스프레스 LAX (Hollywood Inn Express LAX),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",12.5,8,2023-09-01,금,8.2,278540
엠버시 스위트 바이 힐튼 로스앤젤레스 인터내셔널 에어포트 노스 (Embassy Suites by Hilton Los Angeles International Airport North),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",13.0,8,2023-09-01,금,8.2,314765
"Hotel Figueroa, In The Unbound Collection By Hyatt","로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.9,409956
Disney's Paradise Pier Hotel,"애너하임, 로스앤젤레스 (CA) ",39.5,8,2023-09-01,금,8.8,757540
더 메이본 비벌리 힐스 (The Maybourne Beverly Hills),"비벌리 힐스, 로스앤젤레스 (CA) ",0.8,8,2023-09-01,금,9.3,1152237
더 웨스틴 파사데나 (The Westin Pasadena),"파사데나, 로스앤젤레스 (CA) ",13.6,8,2023-09-01,금,8.4,413489
Hotel Ziggy Los Angeles,"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.2,288597
엘란 호텔 (Elan Hotel),"웨스트 할리우드, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.7,337251
쉐라톤 유니버셜 호텔 (Sheraton Universal Hotel),"유니버셜 시티, 로스앤젤레스 (CA) ",2.9,8,2023-09-01,금,8.3,357051
페어몬트 미라마르 호텔 앤 방갈로 (Fairmont Miramar Hotel and Bungalows),"산타 모니카, 로스앤젤레스 (CA) ",11.6,8,2023-09-01,금,8.6,701433
더 혹스턴 다운타운 LA (The Hoxton Downtown LA),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.6,332736
홀리데이 인 익스프레스 로스앤젤레스 LAX 에어포트 (Holiday Inn Express Los Angeles LAX Airport),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",11.7,8,2023-09-01,금,8.5,421039
호텔 카멜 바이 더 씨 (Hotel Carmel By The Sea),"산타 모니카, 로스앤젤레스 (CA) ",11.5,8,2023-09-01,금,8.0,399625
더 퍼시픽 인 (The Pacific Inn),"롱비치, 로스앤젤레스 (CA) ",35.4,8,2023-09-01,금,9.1,399625
AC Hotel by Marriott Downtown Los Angeles,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.1,433837
듄스 인 윌셔 - 성인 전용 (Dunes Inn Wilshire),"코리아타운, 로스앤젤레스 (CA) ",0.04,8,2023-09-01,금,7.9,216846
Embassy Suites by Hilton Arcadia Pasadena Area,"파사데나, 로스앤젤레스 (CA) ",22.3,8,2023-09-01,금,8.3,226467
Hilton Garden Inn Anaheim Resort,"애너하임, 로스앤젤레스 (CA) ",39.8,8,2023-09-01,금,8.6,277678
"The Viv Hotel, Anaheim, a Tribute Portfolio Hotel","애너하임, 로스앤젤레스 (CA) ",40.5,8,2023-09-01,금,9.0,280266
Disney's Grand Californian Hotel & Spa,"애너하임, 로스앤젤레스 (CA) ",39.4,8,2023-09-01,금,8.7,1097868
La Quinta Inn & Suites by Wyndham Buena Park,"부에나 파크, 로스앤젤레스 (CA) ",28.2,8,2023-09-01,금,7.8,221645
Homewood Suites by Hilton Los Angeles International Airport,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",13.2,8,2023-09-01,금,8.5,328494
데이즈 인 앤 스위트 바이 윈덤 애너하임 앳 디즈니랜드 파크 (Days Inn & Suites by Wyndham Anaheim At Disneyland Park),"애너하임, 로스앤젤레스 (CA) ",39.1,8,2023-09-01,금,7.8,224597
엘 란초 인 (El Rancho Inn),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) ",14.9,8,2023-09-01,금,8.1,224597
코르토나 인 & 스위트 애너하임 리조트 (Cortona Inn and Suites Anaheim Resort),"애너하임, 로스앤젤레스 (CA) ",40.6,8,2023-09-01,금,7.9,172012
아메리카스 베스트 밸류 인 앤 스위트 애너하임 컨벤션 센터 (Americas Best Value Inn & Suites Anaheim Convention Center),"애너하임, 로스앤젤레스 (CA) ",40.5,8,2023-09-01,금,7.9,267469
LA modern hostel,"웨스트 할리우드, 로스앤젤레스 (CA) ",2.8,8,2023-09-01,금,7.9,45290
워크 오브 페임 호스텔 (Walk Of Fame Hostel),"헐리우드, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.3,63937
더블트리 바이 힐튼 로스앤젤레스 로즈미드 (Doubletree By Hilton Los Angeles Rosemead),"이스트 로스앤젤레스, 로스앤젤레스 (CA) ",14.5,8,2023-09-01,금,8.0,182826
Sheraton Los Angeles San Gabriel,"이스트 로스앤젤레스, 로스앤젤레스 (CA) ",13.6,8,2023-09-01,금,8.6,229076
드림 할리우드 (Dream Hollywood),"헐리우드, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,8.4,336096
르 본 호텔 헐리우드 (Le Bon Hotel Hollywood),"헐리우드, 로스앤젤레스 (CA) ",0.0,8,2023-09-01,금,6.9,193350
